,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_status_dv
mo_sin_rcnt_rev_tl_op,0.053811996,-0.091130573,0.035158545,0.017347042,-0.006566872,0.024782463,-0.189112521,-0.061164951,0.036343138,-0.238701994,-0.063817256,0.02183796,0.179419102,-0.17302385,0.061083842,0.015226651,0.017138866,0.008315775,-0.0001857,-0.023949305,-0.023439855,-0.02056364,-0.012140408,-0.067671076,0.001018681,-0.00476882,0.030836805,-0.360922837,-0.007906669,-0.059979747,-0.068531561,0.064658437,-0.007968099,-0.062540765,-0.465329445,-0.464493321,0.106484863,0.111527268,-0.057847404,-0.074537363,-0.020017002,-0.171099197,-0.411687043,0.156713206,-0.074720366,0.128692297,-0.001221914,0.001301894,0.037796068,0.082367688,1,0.605412975,0.024393497,0.618481804,-0.082394398,0.156193387,-0.056354661,-0.034579865,-0.163870972,-0.232704568,-0.201152173,-0.191029628,-0.018016975,-0.288941866,-0.248048486,-0.230950446,-0.237720595,0.001729166,0.001537861,0.011640443,-0.410396514,-0.031022789,0.125991418,-0.081572548,-0.005364634,0.021472064,0.011599809,-0.031023799,0.006701665,0.045214981
mo_sin_rcnt_tl,0.029971883,-0.10971692,0.017508703,-0.017688766,-0.052812464,0.017551777,-0.226414426,-0.06156734,0.043869687,-0.235325242,-0.057017087,0.022511557,0.164940863,-0.217212957,0.044377294,0.004163764,0.008815664,-0.005960151,-0.008500961,-0.028975962,-0.02857199,-0.039897474,-0.008983614,-0.068446018,0.000533911,-0.00428801,-0.081354071,-0.483599705,-0.105654309,-0.30835322,-0.289120363,0.3478475,-0.128249706,-0.224213019,-0.399671813,-0.361346851,0.080079485,0.020004324,-0.046779487,-0.165243554,-0.086071072,-0.261058683,-0.453013554,0.019616163,-0.067870914,0.13201353,-0.000731252,0.002278302,0.012612397,0.04110119,0.605412975,1,-0.061442835,0.379675071,-0.082078902,0.265154256,-0.065683288,-0.04056457,-0.094292382,-0.154666037,-0.137716926,-0.139218213,-0.131703363,-0.207905783,-0.187984482,-0.151529577,-0.234462977,0.002932304,0.000287576,0.010581441,-0.501487708,-0.025312483,0.122903355,-0.067493252,-0.009176677,-0.08231005,-0.091849045,-0.021443601,-0.118517717,0.046454374
mort_acc,0.220621317,-0.091491114,0.186508209,0.127922599,-0.009255827,0.073601977,0.046728937,-0.060604525,-0.127523956,0.135675301,-0.011483238,0.213700936,0.038715467,0.368380908,0.017165353,0.223226117,0.224638907,0.126567881,0.0063771,0.011281429,0.011271378,0.156744247,-0.013245874,-0.053059892,0.023324169,0.001681589,0.542108088,0.065520747,-0.00311017,0.085931269,0.109137607,-0.065895992,0.102471425,-0.03638412,-0.025214482,-0.043110829,0.221445203,-0.010400572,0.221777395,0.09685956,0.183313665,0.111069906,0.076167643,0.462998595,0.123091635,0.017855765,0.028415977,0.012778728,0.191058666,0.29061868,0.024393497,-0.061442835,1,0.054902312,-0.022373097,-0.063317743,-0.026899993,0.057731994,0.04121109,0.062055311,0.074273937,0.191284191,0.096689374,0.08528347,0.222088469,0.060656303,0.133593204,0.009999141,0.019721228,0.027831914,0.06773791,-0.031448363,0.018678965,-0.009765019,-0.007785811,0.544840665,0.162934451,0.203502818,0.123224375,0.028574774
mths_since_recent_bc,0.037542101,-0.073406264,0.019602462,0.015119842,0.0035317,0.052017227,-0.130705218,-0.078691194,0.031945755,-0.210796869,-0.04768279,0.026957019,0.148180549,-0.126634419,0.034264061,0.022416538,0.022182729,0.018666911,0.001994132,-0.020204714,-0.019827332,-0.016426898,-0.008605586,-0.08164576,0.007424035,-0.001936549,0.044694816,-0.252375829,-0.012399351,-0.043181711,-0.053210854,0.055632399,-0.003869755,-0.051175394,-0.356313919,-0.391202953,0.087144655,0.097873538,-0.055058236,-0.060077255,0.010344654,-0.128092173,-0.342813273,0.154488353,-0.12463445,0.153278729,0.005912047,0.00294042,0.057148569,0.129541398,0.618481804,0.379675071,0.054902312,1,-0.081736096,0.095218134,-0.073283795,-0.014759375,-0.253647091,-0.209690316,-0.291552542,-0.233054805,-0.007115505,-0.254276183,-0.195831676,-0.207564117,-0.210208628,0.004479327,0.006395005,0.024587905,-0.308969494,-0.053285482,0.156173521,-0.064788498,-0.000495296,0.034094039,0.015083438,-0.09482521,0.007765163,0.038684474
mths_since_recent_bc_dlq,-0.032146029,-0.019508908,-0.035463692,-0.023234479,0.011363097,-0.468872329,0.034484072,0.767762293,-0.081911736,-0.019756506,0.087595853,-0.030860028,0.010167119,0.005138578,-0.00299848,-0.033749378,-0.027963279,-0.036352968,-0.026833571,-0.007250012,-0.006399969,0.008249882,-0.01211128,0.586159585,-0.101710702,0.064443581,-0.043368924,0.063809167,-0.015492279,0.059663019,0.073845499,-0.029706797,0.001863261,0.069105366,0.091339253,0.127891102,-0.027395852,0.045173694,-0.046555862,0.042265651,0.00353764,0.038865525,0.1503552,-0.031769212,-0.059484873,0.031791072,-0.047486421,-0.002821357,0.000675114,0.014990992,-0.082394398,-0.082078902,-0.022373097,-0.081736096,1,-0.017837918,0.89096996,0.160515064,-0.019874516,0.017766758,-0.042737009,0.018981739,-0.000286112,-0.006021249,0.013552143,0.018710963,-0.018958743,-0.028837095,-0.094080892,-0.159488611,0.112094179,0.07457482,0.027238229,0.102416839,0.009957282,-0.053846861,-0.017513246,-0.067341049,-0.022306384,0.003896863
mths_since_recent_inq,0.003822938,-0.141576302,-0.01025527,-0.026225441,0.00614733,-0.029280446,-0.561271075,-0.003951789,0.066369562,-0.107165869,-0.054638543,0.010552284,0.094003646,-0.130392933,0.040457168,-0.021127019,-0.012886187,-0.031987548,-0.016272651,-0.030285242,-0.029005698,-0.044680221,-0.010920692,0.015932126,0.001841126,-0.006222317,-0.059982089,-0.308520223,-0.037893132,-0.202548044,-0.139687164,0.107789623,-0.07533749,-0.105317099,-0.228912285,-0.181304201,0.05298403,0.015236364,-0.0199023,-0.226734423,-0.048814563,-0.53203746,-0.218890012,-0.017263769,-0.023718039,0.085338529,-0.007482298,0.000121331,-0.016107079,0.00465381,0.156193387,0.265154256,-0.063317743,0.095218134,-0.017837918,1,-0.017068315,-0.051430154,-0.032216847,-0.06566695,-0.071744058,-0.085520048,-0.075810788,-0.096741631,-0.107725179,-0.057132038,-0.105573695,0.00082727,0.002894826,-0.023957745,-0.299556681,0.03142733,0.079707151,-0.057832656,-0.015811722,-0.058831882,-0.05268572,0.001882288,-0.061864917,0.04872358
mths_since_recent_revol_delinq,-0.023491956,-0.024885732,-0.02914542,-0.021553751,0.007052689,-0.499798916,0.02839782,0.864083006,-0.09008386,-0.054107751,0.080784996,-0.034321994,0.018700631,-0.02445945,0.016529936,-0.040825813,-0.034536847,-0.041421287,-0.027911378,-0.011231391,-0.010493507,0.005096759,-0.011282561,0.569598491,-0.112237303,0.018041813,-0.042743274,0.055224523,-0.011873159,0.056640222,0.067216758,-0.027860896,0.00342068,0.066630343,0.072741548,0.094743099,-0.014008446,0.048300499,-0.050456202,0.038439906,-0.008436363,0.032784303,0.121485272,-0.019164601,-0.040940183,0.022532908,-0.054227146,-0.00438119,-0.002434032,-0.001500767,-0.056354661,-0.065683288,-0.026899993,-0.073283795,0.89096996,-0.017068315,1,0.140860411,0.00187782,-0.012823291,-0.01669237,0.014612212,-0.000556286,-0.048064144,-0.027586074,-0.012925801,-0.053132835,-0.032175747,-0.103617624,-0.144168064,0.098332564,0.09047833,0.01659723,0.098414576,0.007329183,-0.054545135,-0.016100234,-0.043754093,-0.018643695,0.008246248
num_accts_ever_120_pd,-0.055579771,0.053102729,-0.044935054,0.007436046,-0.029141198,0.218579777,0.050674008,0.009148028,-0.162642087,0.022144776,0.012015351,-0.078667937,-0.019027946,0.146536051,-0.030967962,-0.031804779,-0.033540907,-0.014100677,0.00928768,0.002707517,0.0031297,-0.009544815,0.049567826,-0.083170292,0.020624907,0.036240701,0.014256085,0.067211353,0.085983359,0.03873367,0.032418208,0.005175243,0.070650951,0.093667825,0.078933748,0.076478448,-0.102782574,0.082202343,-0.100026752,0.06998393,-0.002428,0.079747138,0.074251124,0.019190377,-0.087539747,-0.01292717,0.11921038,0.017757988,0.112698936,0.069967141,-0.034579865,-0.04056457,0.057731994,-0.014759375,0.160515064,-0.051430154,0.140860411,1,-0.054290521,-0.027726735,-0.067919351,0.058058703,0.134949025,-0.022260248,0.074550939,-0.022489557,0.022412141,0.031400867,-0.002736992,0.311804737,0.082345272,-0.579597364,-0.020297409,-0.032209388,0.01262356,0.003568163,0.018861379,-0.130289037,0.045539215,-0.008008216
num_actv_bc_tl,0.193853474,0.018707447,0.196455902,0.073228363,0.109122722,-0.036624365,0.078083255,0.02797178,0.020238322,0.561660531,-0.034224662,0.320425683,0.105481475,0.315559826,0.080823933,0.140298289,0.123884588,0.131720133,-6.65E-05,0.022526177,0.022502306,0.033737749,-0.005041922,0.046978671,-0.005364091,-0.004557686,0.110486422,0.127898709,0.004940837,-0.029382806,-0.010722794,-0.000402615,0.03804161,-0.070501074,0.250038446,0.328735507,0.218984228,-0.02353938,0.36786391,0.000582242,-0.065307291,0.048194448,0.235100997,-0.115174948,0.26321737,0.074634209,-0.009088577,-0.000756012,0.039682405,0.132254114,-0.163870972,-0.094292382,0.04121109,-0.253647091,-0.019874516,-0.032216847,0.00187782,-0.054290521,1,0.822286601,0.837031296,0.605722683,-0.013490186,0.668021062,0.469847916,0.815735351,0.560769812,-0.00330642,-0.003494736,-0.031764081,0.169461298,0.126902775,0.031679147,-0.059013871,0.009892186,0.145290375,0.166293308,0.488163528,0.048150886,-0.019590056
num_actv_rev_tl,0.150744536,0.080695268,0.157735359,0.054968201,0.157163672,0.000841363,0.128762512,0.008183426,0.033077183,0.672247848,0.000615031,0.317756197,0.109275721,0.41766595,0.045714973,0.127324972,0.102853716,0.147272978,0.004246431,0.033991021,0.034111121,0.024667452,0.006277693,0.037038205,0.002329175,-0.00114679,0.106331776,0.196847743,0.008996507,-0.008626856,0.013484302,-0.012668559,0.041758235,-0.056313685,0.342843948,0.436274743,0.132562047,-0.007941677,0.342078511,0.012293414,0.02630932,0.087057672,0.343505326,-0.151333038,0.126492003,0.1253237,0.000703488,0.001367788,0.06929143,0.164808522,-0.232704568,-0.154666037,0.062055311,-0.209690316,0.017766758,-0.06566695,-0.012823291,-0.027726735,0.822286601,1,0.680809841,0.507341785,0.017253248,0.797662412,0.59102484,0.983753459,0.669211692,-0.001843092,0.004111981,-0.016307741,0.260599766,0.095881543,0.094160594,-0.010551179,0.007942286,0.135894706,0.162990988,0.310719016,0.044533906,-0.042917941
num_bc_sats,0.214391009,-0.064524021,0.206484033,0.08220517,0.070543141,-0.030709057,0.125297792,0.018767019,-0.009980778,0.643435001,-0.038813641,0.286111162,-0.123602396,0.416769511,0.09469843,0.138840657,0.136753819,0.086174816,-0.006604515,0.016498893,0.016689468,0.065572899,0.001737536,0.028590005,-0.002689772,-0.003789576,0.125824548,0.198344037,0.000260822,0.012314029,0.025353309,-0.031835792,0.051380892,-0.058586671,0.318175096,0.405653143,0.202691701,-0.199692351,0.4703558,0.024239588,-0.047410519,0.099905176,0.315884386,-0.120696646,0.495413494,-0.175592474,-0.003697899,0.001563244,0.037271528,0.161487182,-0.201152173,-0.137716926,0.074273937,-0.291552542,-0.042737009,-0.071744058,-0.01669237,-0.067919351,0.837031296,0.680809841,1,0.749486838,0.001152929,0.764202863,0.599311441,0.661719593,0.640831895,-0.000867376,-0.002807425,-0.024046006,0.247626423,0.146627986,-0.162801287,-0.054254032,0.001383367,0.184678881,0.158941628,0.618554537,0.06212273,-0.004030225
num_bc_tl,0.193815338,-0.087725763,0.184539834,0.082920816,0.047801457,0.034453343,0.14158281,-0.002214094,-0.184797057,0.546146115,-0.005650793,0.238082068,-0.128692819,0.62998122,-0.001338207,0.19561702,0.199487979,0.098335636,-0.005619265,0.028519553,0.0273066,0.115959561,-0.010282895,0.001322315,0.016104924,0.004195099,0.146072257,0.199621638,-0.006498027,0.040742278,0.058775302,-0.037944944,0.059620178,-0.054903264,0.296702683,0.375740719,0.182740088,-0.209191975,0.406140113,0.054695974,0.016108435,0.122841301,0.303869034,-0.0536,0.432278665,-0.15980304,0.030873439,0.002932025,0.111566899,0.307175522,-0.191029628,-0.139218213,0.191284191,-0.233054805,0.018981739,-0.085520048,0.014612212,0.058058703,0.605722683,0.507341785,0.749486838,1,0.050447346,0.651381256,0.840203478,0.506302824,0.54269586,0.006937271,0.01202068,0.013975111,0.240260288,0.059308544,-0.14082556,0.00189068,-0.006092956,0.199019187,0.142481607,0.511247181,0.063767173,-0.013751591
num_il_tl,0.079651691,0.013668628,0.063495933,0.065531135,0.143685119,0.082254861,0.06960522,-0.011359237,-0.042167999,0.398748322,-0.016951955,0.02812784,0.021295143,0.689688633,0.020308596,0.063784216,0.057840939,0.052589092,0.016041442,0.020796851,0.021235658,0.064576498,0.007476866,-0.032319435,0.007674381,0.002527205,0.22179817,0.133424728,0.646635249,0.334718032,0.458326257,-0.248349949,0.585270375,0.240649972,0.008538782,0.008901121,0.04089117,0.249026042,0.031158712,0.1779532,0.301717009,0.151118856,0.248752049,0.058284084,0.005316027,0.021542385,0.013448097,-0.000508421,0.348458244,-0.008473793,-0.018016975,-0.131703363,0.096689374,-0.007115505,-0.000286112,-0.075810788,-0.000556286,0.134949025,-0.013490186,0.017253248,0.001152929,0.050447346,1,0.045167788,0.090868179,0.020773039,0.399325567,0.001962109,0.005447945,0.069406772,0.183420549,0.0015659,0.024082983,-0.013280164,-0.01129159,0.207449978,0.515708665,0.013591347,0.585453522,-0.010453906
num_op_rev_tl,0.162764983,-0.019201715,0.158996999,0.05474539,0.114831654,0.008274415,0.149878494,-0.014665399,0.034489946,0.837979648,0.003995293,0.244515342,-0.200072226,0.57656508,0.055991281,0.119438723,0.112372282,0.088828074,-0.007404461,0.024279437,0.024510741,0.057887683,0.00477879,0.042206732,0.011323511,0.003073931,0.10230667,0.279319004,0.0074727,0.03736459,0.064797735,-0.047437751,0.057152231,-0.030450862,0.43949604,0.565843646,0.093567564,-0.235119707,0.443461156,0.067855296,0.059823871,0.155311945,0.469583878,-0.190599249,0.374921374,-0.14979596,0.004757649,0.001457134,0.063518655,0.195629257,-0.288941866,-0.207905783,0.08528347,-0.254276183,-0.006021249,-0.096741631,-0.048064144,-0.022260248,0.668021062,0.797662412,0.764202863,0.651381256,0.045167788,1,0.794877637,0.80166587,0.837186618,0.002267062,0.010722695,-0.023421865,0.356962731,0.136573416,-0.13489177,0.00842604,-0.001081488,0.161208506,0.147574949,0.436478544,0.060752264,-0.021241312
num_rev_accts,0.162813899,-0.058667841,0.154353227,0.065771981,0.086455192,0.079156552,0.165778905,-0.039052832,-0.167069828,0.67122774,0.020922993,0.224390188,-0.171275586,0.765158559,-0.011430072,0.172995015,0.173472169,0.094906221,-0.005093466,0.032059276,0.031662383,0.107768599,-0.000451135,-0.017070238,0.024345175,0.008055355,0.145094556,0.252295877,0.002013631,0.05849757,0.081573411,-0.050048811,0.06682632,-0.041067577,0.37012857,0.469273383,0.1154529,-0.216921191,0.390805737,0.070342769,0.120977002,0.157260667,0.399780589,-0.086255416,0.322563119,-0.129578153,0.040291752,0.005224999,0.140790605,0.354927369,-0.248048486,-0.187984482,0.222088469,-0.195831676,0.013552143,-0.107725179,-0.027586074,0.074550939,0.469847916,0.59102484,0.599311441,0.840203478,0.090868179,0.794877637,1,0.58839043,0.666335694,0.008631007,0.020069597,0.028203652,0.312622652,0.043323099,-0.110219263,0.046932599,-0.013016786,0.196728818,0.141749515,0.3755714,0.070548861,-0.020567504
num_rev_tl_bal_gt_0,0.150285481,0.080449277,0.157009717,0.054261255,0.159507151,-0.003439838,0.110601844,0.008091236,0.041988318,0.674434382,-0.003502218,0.316965219,0.115208958,0.418283111,0.045695922,0.127903945,0.102891607,0.149438921,0.004268028,0.033630066,0.033643706,0.022822392,-0.001412791,0.048615371,0.001795127,-0.000888532,0.105800775,0.190768741,0.011044515,-0.010829656,0.01644081,-0.010130345,0.043135838,-0.054501877,0.335499462,0.42962037,0.127825051,0.00149073,0.340529286,0.022969309,0.034268887,0.08477406,0.337669179,-0.152947884,0.138687654,0.129547474,-0.001615706,-0.000279981,0.0691597,0.16249665,-0.230950446,-0.151529577,0.060656303,-0.207564117,0.018710963,-0.057132038,-0.012925801,-0.022489557,0.815735351,0.983753459,0.661719593,0.506302824,0.020773039,0.80166587,0.58839043,1,0.67384036,-0.001798183,0.003821249,-0.022683534,0.251228886,0.102778679,0.098310906,-0.01660767,0.008506766,0.135386975,0.166159908,0.309109829,0.046166801,-0.04212469
num_sats,0.180222119,-0.017527889,0.169140186,0.088259655,0.180557762,0.045106955,0.145241653,-0.036990804,0.032731855,0.998965801,-0.024200182,0.236382862,-0.137979732,0.716965186,0.066598064,0.130938702,0.121359428,0.103212439,0.002859465,0.026693877,0.027098739,0.069170585,0.005763989,0.015315119,0.007367422,0.001526151,0.256628553,0.282981479,0.523439569,0.182471609,0.25577643,-0.167496692,0.349794776,0.129395169,0.351385292,0.454885151,0.121524175,-0.006960888,0.396732549,0.120275718,0.112377593,0.182258028,0.492248342,-0.107519461,0.319929214,-0.100223325,0.00490317,-0.000545619,0.145369544,0.143664599,-0.237720595,-0.234462977,0.133593204,-0.210208628,-0.018958743,-0.105573695,-0.053132835,0.022412141,0.560769812,0.669211692,0.640831895,0.54269586,0.399325567,0.837186618,0.666335694,0.67384036,1,0.000982663,0.006501846,0.008498304,0.370230281,0.113344026,-0.089445972,-0.027948689,-0.007103722,0.299381105,0.406454884,0.389177645,0.369399746,-0.016475928
num_tl_120dpd_2m,-0.001908277,0.00613178,-0.000403947,0.002486388,-0.003406534,0.043301127,0.000623242,-0.051157766,-0.011315798,0.003841383,0.002622663,-0.003297207,-0.008309412,0.009186355,-0.009385523,0.005894242,0.005229821,0.005252994,0.001710644,0.001883915,0.002032733,0.002984005,0.002491417,-0.093947433,0.389288435,0.000717481,0.006037836,-0.003510267,0.000884335,-0.002611111,-0.002661973,0.001983931,0.00089191,-0.000999375,-0.002326528,-0.000838693,-0.005550637,-0.002155003,-0.000911142,-0.000379369,-0.000277183,-0.000533649,-0.002779518,0.005066693,0.000812678,-0.007172082,0.039456327,0.320267735,0.005289995,0.0070183,0.001729166,0.002932304,0.009999141,0.004479327,-0.028837095,0.00082727,-0.032175747,0.031400867,-0.00330642,-0.001843092,-0.000867376,0.006937271,0.001962109,0.002267062,0.008631007,-0.001798183,0.000982663,1,0.001838982,0.067919378,-0.003943506,-0.017536103,-0.00747579,-0.001492277,0.003581534,0.006342221,0.001053384,-0.002767385,0.002743406,-0.003400764
num_tl_30dpd,0.001145589,0.01384077,0.003139839,0.006456531,0.001047596,0.097371987,-0.002695389,-0.109607194,-0.013230644,0.014814992,-0.004102936,0.004206961,-0.014358838,0.020442122,-0.016263982,0.016597351,0.013564002,0.018382019,0.008086004,0.005708026,0.005019469,0.004505407,0.000177237,-0.020887607,0.800725691,-0.000650532,0.019243242,-0.003146168,0.003028148,-0.003138853,-0.004190541,0.000183269,0.002031923,-0.010090876,-0.002574068,-0.003122682,0.001054841,-0.013148676,0.009623305,-0.005006373,0.002173256,-0.00317078,-0.00407428,0.013386971,0.008199695,-0.013256505,0.001178306,0.043867102,0.012621109,0.02361049,0.001537861,0.000287576,0.019721228,0.006395005,-0.094080892,0.002894826,-0.103617624,-0.002736992,-0.003494736,0.004111981,-0.002807425,0.01202068,0.005447945,0.010722695,0.020069597,0.003821249,0.006501846,0.001838982,1,0.005691585,-0.005014087,-0.035810123,-0.01139093,-0.011722934,0.004937556,0.022373295,0.006034836,0.00500699,0.009811138,-0.006111337
num_tl_90g_dpd_24m,-0.024684109,0.033986188,-0.018144948,0.003281999,-0.013028231,0.657923162,0.030068647,-0.223412478,-0.071664434,0.010294153,-0.003369714,-0.032658405,-0.003682657,0.068061491,-0.024118218,-0.005292064,-0.007925375,0.004122242,0.01010363,0.005086624,0.005141224,-0.006177555,0.107346086,-0.469746951,0.054227812,0.002089625,0.006827815,0.011411428,0.053361824,-0.001772215,-0.017705225,0.011134175,0.035274855,0.029909804,0.002050628,-0.018439248,-0.044241997,0.034330595,-0.045761721,0.005079169,-0.001087853,0.018589517,-0.028933011,0.009878534,-0.044722454,-0.003812559,0.20906341,0.03833948,0.049077569,0.027669405,0.011640443,0.010581441,0.027831914,0.024587905,-0.159488611,-0.023957745,-0.144168064,0.311804737,-0.031764081,-0.016307741,-0.024046006,0.013975111,0.069406772,-0.023421865,0.028203652,-0.022683534,0.008498304,0.067919378,0.005691585,1,-0.001143722,-0.263562829,-0.005389902,-0.012441172,0.002257921,0.00313041,0.013683124,-0.059552435,0.028798279,-0.010011443
num_tl_op_past_12m,-0.029041569,0.178247881,-0.006884456,0.032850775,0.043529074,-0.021729869,0.331660972,0.08513605,-0.087035289,0.371888325,0.083069359,-0.022892313,-0.216558207,0.334501719,-0.044893354,-0.008994734,-0.016079494,0.007675152,0.011991561,0.043309327,0.042985092,0.053992495,0.013134141,0.061179679,-0.004533074,0.007641,0.099428192,0.726660391,0.11954106,0.558476836,0.429882204,-0.253831742,0.15654777,0.228846766,0.84321976,0.665214262,-0.103474135,-0.043531998,0.086497609,0.249859262,0.122915182,0.465994257,0.765634565,-0.038946885,0.115288302,-0.187935265,0.002144861,-0.001825744,0.012089161,-0.025906324,-0.410396514,-0.501487708,0.06773791,-0.308969494,0.112094179,-0.299556681,0.098332564,0.082345272,0.169461298,0.260599766,0.247626423,0.240260288,0.183420549,0.356962731,0.312622652,0.251228886,0.370230281,-0.003943506,-0.005014087,-0.001143722,1,0.009673242,-0.172489506,0.091859546,0.017837042,0.103422454,0.119145756,0.053788802,0.13684344,-0.068854841
pct_tl_nvr_dlq,0.092727205,-0.082637079,0.073559447,-0.004040475,0.065196242,-0.441777816,-0.029613272,0.190737304,0.212719429,0.111480054,-0.009107243,0.114153709,-0.033461283,0.022559725,0.043512399,0.054159654,0.059684446,0.014566958,-0.027895794,0.000917048,0.000273207,0.04202932,-0.04844879,0.141340459,-0.04291557,-0.01913879,0.012188269,0.000972149,-0.003201815,0.023755565,0.055517557,-0.065001388,0.009187185,-0.032455069,0.00030069,0.032659225,0.136112575,-0.08480626,0.174028431,-0.020044767,0.045234131,-0.026279824,0.056628875,-0.04948516,0.168288637,-0.035350306,-0.082659875,-0.013231212,-0.103183173,-0.080386462,-0.031022789,-0.025312483,-0.031448363,-0.053285482,0.07457482,0.03142733,0.09047833,-0.579597364,0.126902775,0.095881543,0.146627986,0.059308544,0.0015659,0.136573416,0.043323099,0.102778679,0.113344026,-0.017536103,-0.035810123,-0.263562829,0.009673242,1,-0.018239044,0.050946152,-0.032970729,0.026158202,0.062812854,0.218477197,0.020824614,0.004321303
percent_bc_gt_75,0.023301111,0.273077509,0.045915485,-0.001499217,0.102470727,0.002502995,-0.062687755,-0.000724503,0.054092309,-0.08897185,-0.028785978,0.144626371,0.740648652,-0.057769313,-0.069782135,0.108206345,0.068542272,0.183286342,0.028218528,0.039589374,0.037726542,0.010189089,-0.030377476,0.003871058,-0.015837794,-0.009198106,0.03921546,-0.160641005,0.043282871,-0.07763627,-0.058564709,0.053138406,0.017926518,-0.051069896,-0.166610364,-0.169860383,0.2136877,0.504710035,-0.14525878,-0.072184091,0.005456938,-0.10704748,-0.164740256,0.069639872,-0.439132892,0.846448968,-0.008158774,-0.005013436,0.056898066,0.024032291,0.125991418,0.122903355,0.018678965,0.156173521,0.027238229,0.079707151,0.01659723,-0.020297409,0.031679147,0.094160594,-0.162801287,-0.14082556,0.024082983,-0.13489177,-0.110219263,0.098310906,-0.089445972,-0.00747579,-0.01139093,-0.005389902,-0.172489506,-0.018239044,1,-0.033079384,-0.008620062,-0.007988729,0.072971869,-0.211977319,0.016377979,-0.06278234
pub_rec_bankruptcies,-0.089214661,0.058371758,-0.080206369,-0.027034135,-0.016256042,-0.051519596,0.081231856,0.107117879,0.260527081,-0.02179615,0.662524765,-0.112127769,-0.074375665,0.020570097,-0.037948905,-0.066789575,-0.066002542,-0.043007238,-0.009600509,0.00235359,0.00279983,-0.009459474,-0.005056829,0.07881347,-0.009430152,-6.26E-05,-0.090785385,0.059431024,-0.027731967,0.041915676,0.04969396,-0.030188999,-0.024959707,0.025814018,0.083500012,0.110993188,-0.119388458,-0.015401658,-0.115783495,0.072982175,0.016918302,0.096690577,0.112969297,-0.075349969,-0.095770689,-0.027862727,-0.011824201,-0.001307961,0.023825916,0.033676088,-0.081572548,-0.067493252,-0.009765019,-0.064788498,0.102416839,-0.057832656,0.098414576,-0.032209388,-0.059013871,-0.010551179,-0.054254032,0.00189068,-0.013280164,0.00842604,0.046932599,-0.01660767,-0.027948689,-0.001492277,-0.011722934,-0.012441172,0.091859546,0.050946152,-0.033079384,1,0.031782726,-0.102023819,-0.076108176,-0.146394294,-0.037976447,-0.022376869
tax_liens,0.00539232,0.014725356,0.012494206,0.023080967,-0.02227355,0.01069192,0.017244744,0.003765324,-0.305588898,-0.0070729,0.693557991,-0.010482716,-0.001625622,-0.016177935,-0.029273669,0.032175723,0.027987941,0.031336287,0.016467208,0.005941479,0.005951465,0.000836303,0.010474616,0.010209955,0.007003363,0.004150467,-0.001206523,0.014470542,-0.01140424,0.006700269,0.007717433,0.002150046,0.002134566,0.00162733,0.020591313,0.022749455,-0.018486655,0.005281859,-0.018793018,0.015247848,-0.011445897,0.022038724,0.016390657,0.002770119,-0.021660152,-0.000731382,-0.000869442,0.004918697,0.01737353,0.019839944,-0.005364634,-0.009176677,-0.007785811,-0.000495296,0.009957282,-0.015811722,0.007329183,0.01262356,0.009892186,0.007942286,0.001383367,-0.006092956,-0.01129159,-0.001081488,-0.013016786,0.008506766,-0.007103722,0.003581534,0.004937556,0.002257921,0.017837042,-0.032970729,-0.008620062,0.031782726,1,-0.000944939,-0.001974331,-0.027010778,0.004669965,-0.012287318
